camera_id,year,month,accidents
DEI-010/CAM-01,2021,2,7
DEI-010/CAM-01,2021,3,20
DEI-010/CAM-01,2021,4,13
DEI-010/CAM-01,2021,5,7
DEI-010/CAM-01,2021,6,6
DEI-010/CAM-01,2021,7,14
DEI-010/CAM-01,2021,8,21
DEI-010/CAM-01,2021,9,21
DEI-010/CAM-01,2021,10,16
DEI-010/CAM-01,2021,11,11
DEI-010/CAM-01,2021,12,14
DEI-010/CAM-01,2022,1,17
DEI-010/CAM-01,2022,2,20
DEI-010/CAM-01,2022,3,25
DEI-010/CAM-01,2022,4,18
DEI-010/CAM-01,2022,5,22
DEI-010/CAM-01,2022,6,18
DEI-010/CAM-01,2022,7,19
DEI-010/CAM-01,2022,8,7
DEI-010/CAM-01,2022,9,9
DEI-010/CAM-01,2022,10,5
DEI-010/CAM-01,2022,11,6
DEI-010/CAM-01,2022,12,5
DEI-010/CAM-02,2019,1,9
DEI-010/CAM-02,2019,2,7
DEI-010/CAM-02,2019,3,16
DEI-010/CAM-02,2019,4,15
DEI-010/CAM-02,2019,5,13
DEI-010/CAM-02,2019,6,14
DEI-010/CAM-02,2019,7,15
DEI-010/CAM-02,2019,8,20
DEI-010/CAM-02,2019,9,18
DEI-010/CAM-02,2019,10,14
DEI-010/CAM-02,2019,11,21
DEI-010/CAM-02,2019,12,15
DEI-010/CAM-02,2020,1,8
DEI-010/CAM-02,2020,2,10
DEI-010/CAM-02,2020,3,8
DEI-010/CAM-02,2020,4,2
DEI-010/CAM-02,2020,5,5
DEI-010/CAM-02,2020,6,8
DEI-010/CAM-02,2020,7,6
DEI-010/CAM-02,2020,8,5
DEI-010/CAM-02,2020,9,9
DEI-010/CAM-02,2020,10,15
DEI-010/CAM-02,2020,11,7
DEI-010/CAM-02,2020,12,9
DEI-010/CAM-02,2021,1,9
DEI-010/CAM-02,2021,2,7
DEI-010/CAM-02,2021,3,20
DEI-010/CAM-02,2021,4,13
DEI-010/CAM-02,2021,5,7
DEI-010/CAM-02,2021,6,6
DEI-010/CAM-02,2021,7,14
DEI-010/CAM-02,2021,8,21
DEI-010/CAM-02,2021,9,21
DEI-010/CAM-02,2021,10,16
DEI-010/CAM-02,2021,11,11
DEI-010/CAM-02,2021,12,14
DEI-010/CAM-02,2022,1,17
DEI-010/CAM-02,2022,2,20
DEI-010/CAM-02,2022,3,25
DEI-010/CAM-02,2022,4,18
DEI-010/CAM-02,2022,5,22
DEI-010/CAM-02,2022,6,18
DEI-010/CAM-02,2022,7,19
DEI-010/CAM-02,2022,8,7
DEI-010/CAM-02,2022,9,9
DEI-010/CAM-02,2022,10,5
DEI-010/CAM-02,2022,11,6
DEI-010/CAM-02,2022,12,5
DEI-010/CAM-03,2019,1,19
DEI-010/CAM-03,2019,2,23
DEI-010/CAM-03,2019,3,24
DEI-010/CAM-03,2019,4,23
DEI-010/CAM-03,2019,5,26
DEI-010/CAM-03,2019,6,16
DEI-010/CAM-03,2019,7,33
DEI-010/CAM-03,2019,8,28
DEI-010/CAM-03,2019,9,33
DEI-010/CAM-03,2019,10,27
DEI-010/CAM-03,2019,11,31
DEI-010/CAM-03,2019,12,14
DEI-010/CAM-03,2020,1,18
DEI-010/CAM-03,2020,2,17
DEI-010/CAM-03,2020,3,12
DEI-010/CAM-03,2020,4,3
DEI-010/CAM-03,2020,5,8
DEI-010/CAM-03,2020,6,7
DEI-010/CAM-03,2020,7,3
DEI-010/CAM-03,2020,8,9
DEI-010/CAM-03,2020,9,13
DEI-010/CAM-03,2020,10,5
DEI-010/CAM-03,2020,11,7
DEI-010/CAM-03,2020,12,10
DEI-010/CAM-03,2021,1,7
DEI-010/CAM-03,2021,2,17
DEI-010/CAM-03,2021,3,14
DEI-010/CAM-03,2021,4,18
DEI-010/CAM-03,2021,5,16
DEI-010/CAM-03,2021,6,18
DEI-010/CAM-03,2021,7,8
DEI-010/CAM-03,2021,8,14
DEI-010/CAM-03,2021,9,25
DEI-010/CAM-03,2021,10,22
DEI-010/CAM-03,2021,11,19
DEI-010/CAM-03,2021,12,19
DEI-010/CAM-03,2022,1,17
DEI-010/CAM-03,2022,2,17
DEI-010/CAM-03,2022,3,25
DEI-010/CAM-03,2022,4,20
DEI-010/CAM-03,2022,5,26
DEI-010/CAM-03,2022,6,27
DEI-010/CAM-03,2022,7,20
DEI-010/CAM-03,2022,8,30
DEI-010/CAM-03,2022,9,25
DEI-010/CAM-03,2022,10,7
DEI-010/CAM-03,2022,11,14
DEI-010/CAM-03,2022,12,6
DEI-010/CAM-04,2019,1,19
DEI-010/CAM-04,2019,2,23
DEI-010/CAM-04,2019,3,24
DEI-010/CAM-04,2019,4,23
DEI-010/CAM-04,2019,5,26
DEI-010/CAM-04,2019,6,16
DEI-010/CAM-04,2019,7,33
DEI-010/CAM-04,2019,8,28
DEI-010/CAM-04,2019,9,33
DEI-010/CAM-04,2019,10,27
DEI-010/CAM-04,2019,11,31
DEI-010/CAM-04,2019,12,14
DEI-010/CAM-04,2020,1,18
DEI-010/CAM-04,2020,2,17
DEI-010/CAM-04,2020,3,12
DEI-010/CAM-04,2020,4,3
DEI-010/CAM-04,2020,5,8
DEI-010/CAM-04,2020,6,7
DEI-010/CAM-04,2020,7,3
DEI-010/CAM-04,2020,8,9
DEI-010/CAM-04,2020,9,13
DEI-010/CAM-04,2020,10,5
DEI-010/CAM-04,2020,11,7
DEI-010/CAM-04,2020,12,10
DEI-010/CAM-04,2021,1,7
DEI-010/CAM-04,2021,2,17
DEI-010/CAM-04,2021,3,14
DEI-010/CAM-04,2021,4,18
DEI-010/CAM-04,2021,5,16
DEI-010/CAM-04,2021,6,18
DEI-010/CAM-04,2021,7,8
DEI-010/CAM-04,2021,8,14
DEI-010/CAM-04,2021,9,25
DEI-010/CAM-04,2021,10,22
DEI-010/CAM-04,2021,11,19
DEI-010/CAM-04,2021,12,19
DEI-010/CAM-04,2022,1,17
DEI-010/CAM-04,2022,2,17
DEI-010/CAM-04,2022,3,25
DEI-010/CAM-04,2022,4,20
DEI-010/CAM-04,2022,5,26
DEI-010/CAM-04,2022,6,27
DEI-010/CAM-04,2022,7,20
DEI-010/CAM-04,2022,8,30
DEI-010/CAM-04,2022,9,25
DEI-010/CAM-04,2022,10,7
DEI-010/CAM-04,2022,11,14
DEI-010/CAM-04,2022,12,6
DEI-011/CAM-01,2019,1,53
DEI-011/CAM-01,2019,2,45
DEI-011/CAM-01,2019,3,69
DEI-011/CAM-01,2019,4,57
DEI-011/CAM-01,2019,5,56
DEI-011/CAM-01,2019,6,47
DEI-011/CAM-01,2019,7,56
DEI-011/CAM-01,2019,8,61
DEI-011/CAM-01,2019,9,56
DEI-011/CAM-01,2019,10,66
DEI-011/CAM-01,2019,11,52
DEI-011/CAM-01,2019,12,67
DEI-011/CAM-01,2020,1,36
DEI-011/CAM-01,2020,2,61
DEI-011/CAM-01,2020,3,47
DEI-011/CAM-01,2020,4,22
DEI-011/CAM-01,2020,5,27
DEI-011/CAM-01,2020,6,44
DEI-011/CAM-01,2020,7,39
DEI-011/CAM-01,2020,8,34
DEI-011/CAM-01,2020,9,54
DEI-011/CAM-01,2020,10,43
DEI-011/CAM-01,2020,11,47
DEI-011/CAM-01,2020,12,51
DEI-011/CAM-01,2021,1,71
DEI-011/CAM-01,2021,2,52
DEI-011/CAM-01,2021,3,78
DEI-011/CAM-01,2021,4,59
DEI-011/CAM-01,2021,5,56
DEI-011/CAM-01,2021,6,59
DEI-011/CAM-01,2021,7,57
DEI-011/CAM-01,2021,8,58
DEI-011/CAM-01,2021,9,64
DEI-011/CAM-01,2021,10,72
DEI-011/CAM-01,2021,11,79
DEI-011/CAM-01,2021,12,69
DEI-011/CAM-01,2022,1,59
DEI-011/CAM-01,2022,2,95
DEI-011/CAM-01,2022,3,82
DEI-011/CAM-01,2022,4,78
DEI-011/CAM-01,2022,5,76
DEI-011/CAM-01,2022,6,89
DEI-011/CAM-01,2022,7,96
DEI-011/CAM-01,2022,8,70
DEI-011/CAM-01,2022,9,58
DEI-011/CAM-01,2022,10,46
DEI-011/CAM-01,2022,11,41
DEI-011/CAM-01,2022,12,50
DEI-011/CAM-02,2019,1,53
DEI-011/CAM-02,2019,2,45
DEI-011/CAM-02,2019,3,69
DEI-011/CAM-02,2019,4,57
DEI-011/CAM-02,2019,5,56
DEI-011/CAM-02,2019,6,47
DEI-011/CAM-02,2019,7,56
DEI-011/CAM-02,2019,8,61
DEI-011/CAM-02,2019,9,56
DEI-011/CAM-02,2019,10,66
DEI-011/CAM-02,2019,11,52
DEI-011/CAM-02,2019,12,67
DEI-011/CAM-02,2020,1,36
DEI-011/CAM-02,2020,2,61
DEI-011/CAM-02,2020,3,47
DEI-011/CAM-02,2020,4,22
DEI-011/CAM-02,2020,5,27
DEI-011/CAM-02,2020,6,44
DEI-011/CAM-02,2020,7,39
DEI-011/CAM-02,2020,8,34
DEI-011/CAM-02,2020,9,54
DEI-011/CAM-02,2020,10,43
DEI-011/CAM-02,2020,11,47
DEI-011/CAM-02,2020,12,51
DEI-011/CAM-02,2021,1,71
DEI-011/CAM-02,2021,2,52
DEI-011/CAM-02,2021,3,78
DEI-011/CAM-02,2021,4,59
DEI-011/CAM-02,2021,5,56
DEI-011/CAM-02,2021,6,59
DEI-011/CAM-02,2021,7,57
DEI-011/CAM-02,2021,8,58
DEI-011/CAM-02,2021,9,64
DEI-011/CAM-02,2021,10,72
DEI-011/CAM-02,2021,11,79
DEI-011/CAM-02,2021,12,69
DEI-011/CAM-02,2022,1,59
DEI-011/CAM-02,2022,2,95
DEI-011/CAM-02,2022,3,82
DEI-011/CAM-02,2022,4,78
DEI-011/CAM-02,2022,5,76
DEI-011/CAM-02,2022,6,89
DEI-011/CAM-02,2022,7,96
DEI-011/CAM-02,2022,8,70
DEI-011/CAM-02,2022,9,58
DEI-011/CAM-02,2022,10,46
DEI-011/CAM-02,2022,11,41
DEI-011/CAM-02,2022,12,50
DEI-012/CAM-01,2019,1,59
DEI-012/CAM-01,2019,2,74
DEI-012/CAM-01,2019,3,92
DEI-012/CAM-01,2019,4,62
DEI-012/CAM-01,2019,5,88
DEI-012/CAM-01,2019,6,72
DEI-012/CAM-01,2019,7,97
DEI-012/CAM-01,2019,8,98
DEI-012/CAM-01,2019,9,69
DEI-012/CAM-01,2019,10,85
DEI-012/CAM-01,2019,11,67
DEI-012/CAM-01,2019,12,75
DEI-012/CAM-01,2020,1,68
DEI-012/CAM-01,2020,2,74
DEI-012/CAM-01,2020,3,46
DEI-012/CAM-01,2020,4,13
DEI-012/CAM-01,2020,5,19
DEI-012/CAM-01,2020,6,29
DEI-012/CAM-01,2020,7,40
DEI-012/CAM-01,2020,8,40
DEI-012/CAM-01,2020,9,61
DEI-012/CAM-01,2020,10,50
DEI-012/CAM-01,2020,11,62
DEI-012/CAM-01,2020,12,57
DEI-012/CAM-01,2021,1,62
DEI-012/CAM-01,2021,2,75
DEI-012/CAM-01,2021,3,114
DEI-012/CAM-01,2021,4,67
DEI-012/CAM-01,2021,5,69
DEI-012/CAM-01,2021,6,84
DEI-012/CAM-01,2021,7,96
DEI-012/CAM-01,2021,8,76
DEI-012/CAM-01,2021,9,103
DEI-012/CAM-01,2021,10,131
DEI-012/CAM-01,2021,11,116
DEI-012/CAM-01,2021,12,103
DEI-012/CAM-01,2022,1,102
DEI-012/CAM-01,2022,2,119
DEI-012/CAM-01,2022,3,124
DEI-012/CAM-01,2022,4,135
DEI-012/CAM-01,2022,5,145
DEI-012/CAM-01,2022,6,157
DEI-012/CAM-01,2022,7,140
DEI-012/CAM-01,2022,8,109
DEI-012/CAM-01,2022,9,89
DEI-012/CAM-01,2022,10,62
DEI-012/CAM-01,2022,11,63
DEI-012/CAM-01,2022,12,72
DEI-012/CAM-02,2019,1,59
DEI-012/CAM-02,2019,2,74
DEI-012/CAM-02,2019,3,92
DEI-012/CAM-02,2019,4,62
DEI-012/CAM-02,2019,5,88
DEI-012/CAM-02,2019,6,72
DEI-012/CAM-02,2019,7,97
DEI-012/CAM-02,2019,8,98
DEI-012/CAM-02,2019,9,69
DEI-012/CAM-02,2019,10,85
DEI-012/CAM-02,2019,11,67
DEI-012/CAM-02,2019,12,75
DEI-012/CAM-02,2020,1,68
DEI-012/CAM-02,2020,2,74
DEI-012/CAM-02,2020,3,46
DEI-012/CAM-02,2020,4,13
DEI-012/CAM-02,2020,5,19
DEI-012/CAM-02,2020,6,29
DEI-012/CAM-02,2020,7,40
DEI-012/CAM-02,2020,8,40
DEI-012/CAM-02,2020,9,61
DEI-012/CAM-02,2020,10,50
DEI-012/CAM-02,2020,11,62
DEI-012/CAM-02,2020,12,57
DEI-012/CAM-02,2021,1,62
DEI-012/CAM-02,2021,2,75
DEI-012/CAM-02,2021,3,114
DEI-012/CAM-02,2021,4,67
DEI-012/CAM-02,2021,5,69
DEI-012/CAM-02,2021,6,84
DEI-012/CAM-02,2021,7,96
DEI-012/CAM-02,2021,8,76
DEI-012/CAM-02,2021,9,103
DEI-012/CAM-02,2021,10,131
DEI-012/CAM-02,2021,11,116
DEI-012/CAM-02,2021,12,103
DEI-012/CAM-02,2022,1,102
DEI-012/CAM-02,2022,2,119
DEI-012/CAM-02,2022,3,124
DEI-012/CAM-02,2022,4,135
DEI-012/CAM-02,2022,5,145
DEI-012/CAM-02,2022,6,157
DEI-012/CAM-02,2022,7,140
DEI-012/CAM-02,2022,8,109
DEI-012/CAM-02,2022,9,89
DEI-012/CAM-02,2022,10,62
DEI-012/CAM-02,2022,11,63
DEI-012/CAM-02,2022,12,72
DEI-013/CAM-01,2019,1,22
DEI-013/CAM-01,2019,2,29
DEI-013/CAM-01,2019,3,35
DEI-013/CAM-01,2019,4,27
DEI-013/CAM-01,2019,5,37
DEI-013/CAM-01,2019,6,24
DEI-013/CAM-01,2019,7,25
DEI-013/CAM-01,2019,8,38
DEI-013/CAM-01,2019,9,24
DEI-013/CAM-01,2019,10,32
DEI-013/CAM-01,2019,11,24
DEI-013/CAM-01,2019,12,54
DEI-013/CAM-01,2020,1,26
DEI-013/CAM-01,2020,2,27
DEI-013/CAM-01,2020,3,23
DEI-013/CAM-01,2020,4,1
DEI-013/CAM-01,2020,5,9
DEI-013/CAM-01,2020,6,25
DEI-013/CAM-01,2020,7,21
DEI-013/CAM-01,2020,8,11
DEI-013/CAM-01,2020,9,24
DEI-013/CAM-01,2020,10,26
DEI-013/CAM-01,2020,11,25
DEI-013/CAM-01,2020,12,24
DEI-013/CAM-01,2021,1,16
DEI-013/CAM-01,2021,2,25
DEI-013/CAM-01,2021,3,46
DEI-013/CAM-01,2021,4,34
DEI-013/CAM-01,2021,5,20
DEI-013/CAM-01,2021,6,29
DEI-013/CAM-01,2021,7,36
DEI-013/CAM-01,2021,8,29
DEI-013/CAM-01,2021,9,41
DEI-013/CAM-01,2021,10,32
DEI-013/CAM-01,2021,11,41
DEI-013/CAM-01,2021,12,40
DEI-013/CAM-01,2022,1,28
DEI-013/CAM-01,2022,2,51
DEI-013/CAM-01,2022,3,37
DEI-013/CAM-01,2022,4,42
DEI-013/CAM-01,2022,5,52
DEI-013/CAM-01,2022,6,42
DEI-013/CAM-01,2022,7,43
DEI-013/CAM-01,2022,8,38
DEI-013/CAM-01,2022,9,34
DEI-013/CAM-01,2022,10,28
DEI-013/CAM-01,2022,11,17
DEI-013/CAM-01,2022,12,22
DEI-013/CAM-02,2019,1,22
DEI-013/CAM-02,2019,2,29
DEI-013/CAM-02,2019,3,35
DEI-013/CAM-02,2019,4,27
DEI-013/CAM-02,2019,5,37
DEI-013/CAM-02,2019,6,24
DEI-013/CAM-02,2019,7,25
DEI-013/CAM-02,2019,8,38
DEI-013/CAM-02,2019,9,24
DEI-013/CAM-02,2019,10,32
DEI-013/CAM-02,2019,11,24
DEI-013/CAM-02,2019,12,54
DEI-013/CAM-02,2020,1,26
DEI-013/CAM-02,2020,2,27
DEI-013/CAM-02,2020,3,23
DEI-013/CAM-02,2020,4,1
DEI-013/CAM-02,2020,5,9
DEI-013/CAM-02,2020,6,25
DEI-013/CAM-02,2020,7,21
DEI-013/CAM-02,2020,8,11
DEI-013/CAM-02,2020,9,24
DEI-013/CAM-02,2020,10,26
DEI-013/CAM-02,2020,11,25
DEI-013/CAM-02,2020,12,24
DEI-013/CAM-02,2021,1,16
DEI-013/CAM-02,2021,2,25
DEI-013/CAM-02,2021,3,46
DEI-013/CAM-02,2021,4,34
DEI-013/CAM-02,2021,5,20
DEI-013/CAM-02,2021,6,29
DEI-013/CAM-02,2021,7,36
DEI-013/CAM-02,2021,8,29
DEI-013/CAM-02,2021,9,41
DEI-013/CAM-02,2021,10,32
DEI-013/CAM-02,2021,11,41
DEI-013/CAM-02,2021,12,40
DEI-013/CAM-02,2022,1,28
DEI-013/CAM-02,2022,2,51
DEI-013/CAM-02,2022,3,37
DEI-013/CAM-02,2022,4,42
DEI-013/CAM-02,2022,5,52
DEI-013/CAM-02,2022,6,42
DEI-013/CAM-02,2022,7,43
DEI-013/CAM-02,2022,8,38
DEI-013/CAM-02,2022,9,34
DEI-013/CAM-02,2022,10,28
DEI-013/CAM-02,2022,11,17
DEI-013/CAM-02,2022,12,22
DEI-014/CAM-01,2019,1,13
DEI-014/CAM-01,2019,2,11
DEI-014/CAM-01,2019,3,12
DEI-014/CAM-01,2019,4,11
DEI-014/CAM-01,2019,5,10
DEI-014/CAM-01,2019,6,18
DEI-014/CAM-01,2019,7,9
DEI-014/CAM-01,2019,8,17
DEI-014/CAM-01,2019,9,10
DEI-014/CAM-01,2019,10,7
DEI-014/CAM-01,2019,11,9
DEI-014/CAM-01,2019,12,9
DEI-014/CAM-01,2020,1,9
DEI-014/CAM-01,2020,2,7
DEI-014/CAM-01,2020,3,4
DEI-014/CAM-01,2020,4,5
DEI-014/CAM-01,2020,5,3
DEI-014/CAM-01,2020,6,6
DEI-014/CAM-01,2020,7,2
DEI-014/CAM-01,2020,8,8
DEI-014/CAM-01,2020,9,8
DEI-014/CAM-01,2020,10,13
DEI-014/CAM-01,2020,11,7
DEI-014/CAM-01,2020,12,12
DEI-014/CAM-01,2021,1,25
DEI-014/CAM-01,2021,2,29
DEI-014/CAM-01,2021,3,38
DEI-014/CAM-01,2021,4,24
DEI-014/CAM-01,2021,5,20
DEI-014/CAM-01,2021,6,37
DEI-014/CAM-01,2021,7,30
DEI-014/CAM-01,2021,8,34
DEI-014/CAM-01,2021,9,32
DEI-014/CAM-01,2021,10,23
DEI-014/CAM-01,2021,11,36
DEI-014/CAM-01,2021,12,35
DEI-014/CAM-01,2022,1,39
DEI-014/CAM-01,2022,2,52
DEI-014/CAM-01,2022,3,48
DEI-014/CAM-01,2022,4,37
DEI-014/CAM-01,2022,5,62
DEI-014/CAM-01,2022,6,48
DEI-014/CAM-01,2022,7,51
DEI-014/CAM-01,2022,8,40
DEI-014/CAM-01,2022,9,43
DEI-014/CAM-01,2022,10,31
DEI-014/CAM-01,2022,11,25
DEI-014/CAM-01,2022,12,36
DEI-014/CAM-02,2019,1,13
DEI-014/CAM-02,2019,2,11
DEI-014/CAM-02,2019,3,12
DEI-014/CAM-02,2019,4,11
DEI-014/CAM-02,2019,5,10
DEI-014/CAM-02,2019,6,18
DEI-014/CAM-02,2019,7,9
DEI-014/CAM-02,2019,8,17
DEI-014/CAM-02,2019,9,10
DEI-014/CAM-02,2019,10,7
DEI-014/CAM-02,2019,11,9
DEI-014/CAM-02,2019,12,9
DEI-014/CAM-02,2020,1,9
DEI-014/CAM-02,2020,2,7
DEI-014/CAM-02,2020,3,4
DEI-014/CAM-02,2020,4,5
DEI-014/CAM-02,2020,5,3
DEI-014/CAM-02,2020,6,6
DEI-014/CAM-02,2020,7,2
DEI-014/CAM-02,2020,8,8
DEI-014/CAM-02,2020,9,8
DEI-014/CAM-02,2020,10,13
DEI-014/CAM-02,2020,11,7
DEI-014/CAM-02,2020,12,12
DEI-014/CAM-02,2021,1,25
DEI-014/CAM-02,2021,2,29
DEI-014/CAM-02,2021,3,38
DEI-014/CAM-02,2021,4,24
DEI-014/CAM-02,2021,5,20
DEI-014/CAM-02,2021,6,37
DEI-014/CAM-02,2021,7,30
DEI-014/CAM-02,2021,8,34
DEI-014/CAM-02,2021,9,32
DEI-014/CAM-02,2021,10,23
DEI-014/CAM-02,2021,11,36
DEI-014/CAM-02,2021,12,35
DEI-014/CAM-02,2022,1,39
DEI-014/CAM-02,2022,2,52
DEI-014/CAM-02,2022,3,48
DEI-014/CAM-02,2022,4,37
DEI-014/CAM-02,2022,5,62
DEI-014/CAM-02,2022,6,48
DEI-014/CAM-02,2022,7,51
DEI-014/CAM-02,2022,8,40
DEI-014/CAM-02,2022,9,43
DEI-014/CAM-02,2022,10,31
DEI-014/CAM-02,2022,11,25
DEI-014/CAM-02,2022,12,36
DEI-016/CAM-01,2019,1,59
DEI-016/CAM-01,2019,2,74
DEI-016/CAM-01,2019,3,92
DEI-016/CAM-01,2019,4,62
DEI-016/CAM-01,2019,5,88
DEI-016/CAM-01,2019,6,72
DEI-016/CAM-01,2019,7,97
DEI-016/CAM-01,2019,8,98
DEI-016/CAM-01,2019,9,69
DEI-016/CAM-01,2019,10,85
DEI-016/CAM-01,2019,11,67
DEI-016/CAM-01,2019,12,75
DEI-016/CAM-01,2020,1,68
DEI-016/CAM-01,2020,2,74
DEI-016/CAM-01,2020,3,46
DEI-016/CAM-01,2020,4,13
DEI-016/CAM-01,2020,5,19
DEI-016/CAM-01,2020,6,29
DEI-016/CAM-01,2020,7,40
DEI-016/CAM-01,2020,8,40
DEI-016/CAM-01,2020,9,61
DEI-016/CAM-01,2020,10,50
DEI-016/CAM-01,2020,11,62
DEI-016/CAM-01,2020,12,57
DEI-016/CAM-01,2021,1,62
DEI-016/CAM-01,2021,2,75
DEI-016/CAM-01,2021,3,114
DEI-016/CAM-01,2021,4,67
DEI-016/CAM-01,2021,5,69
DEI-016/CAM-01,2021,6,84
DEI-016/CAM-01,2021,7,96
DEI-016/CAM-01,2021,8,76
DEI-016/CAM-01,2021,9,103
DEI-016/CAM-01,2021,10,131
DEI-016/CAM-01,2021,11,116
DEI-016/CAM-01,2021,12,103
DEI-016/CAM-01,2022,1,102
DEI-016/CAM-01,2022,2,119
DEI-016/CAM-01,2022,3,124
DEI-016/CAM-01,2022,4,135
DEI-016/CAM-01,2022,5,145
DEI-016/CAM-01,2022,6,157
DEI-016/CAM-01,2022,7,140
DEI-016/CAM-01,2022,8,109
DEI-016/CAM-01,2022,9,89
DEI-016/CAM-01,2022,10,62
DEI-016/CAM-01,2022,11,63
DEI-016/CAM-01,2022,12,72
DEI-016/CAM-02,2019,1,39
DEI-016/CAM-02,2019,2,49
DEI-016/CAM-02,2019,3,60
DEI-016/CAM-02,2019,4,51
DEI-016/CAM-02,2019,5,61
DEI-016/CAM-02,2019,6,47
DEI-016/CAM-02,2019,7,66
DEI-016/CAM-02,2019,8,67
DEI-016/CAM-02,2019,9,50
DEI-016/CAM-02,2019,10,53
DEI-016/CAM-02,2019,11,44
DEI-016/CAM-02,2019,12,48
DEI-016/CAM-02,2020,1,39
DEI-016/CAM-02,2020,2,43
DEI-016/CAM-02,2020,3,33
DEI-016/CAM-02,2020,4,13
DEI-016/CAM-02,2020,5,13
DEI-016/CAM-02,2020,6,21
DEI-016/CAM-02,2020,7,28
DEI-016/CAM-02,2020,8,31
DEI-016/CAM-02,2020,9,37
DEI-016/CAM-02,2020,10,34
DEI-016/CAM-02,2020,11,39
DEI-016/CAM-02,2020,12,38
DEI-016/CAM-02,2021,1,35
DEI-016/CAM-02,2021,2,51
DEI-016/CAM-02,2021,3,66
DEI-016/CAM-02,2021,4,41
DEI-016/CAM-02,2021,5,43
DEI-016/CAM-02,2021,6,54
DEI-016/CAM-02,2021,7,54
DEI-016/CAM-02,2021,8,41
DEI-016/CAM-02,2021,9,63
DEI-016/CAM-02,2021,10,86
DEI-016/CAM-02,2021,11,69
DEI-016/CAM-02,2021,12,61
DEI-016/CAM-02,2022,1,59
DEI-016/CAM-02,2022,2,77
DEI-016/CAM-02,2022,3,76
DEI-016/CAM-02,2022,4,84
DEI-016/CAM-02,2022,5,86
DEI-016/CAM-02,2022,6,89
DEI-016/CAM-02,2022,7,84
DEI-016/CAM-02,2022,8,68
DEI-016/CAM-02,2022,9,59
DEI-016/CAM-02,2022,10,38
DEI-016/CAM-02,2022,11,43
DEI-016/CAM-02,2022,12,41
DEI-016/CAM-03,2019,1,21
DEI-016/CAM-03,2019,2,26
DEI-016/CAM-03,2019,3,35
DEI-016/CAM-03,2019,4,17
DEI-016/CAM-03,2019,5,30
DEI-016/CAM-03,2019,6,27
DEI-016/CAM-03,2019,7,34
DEI-016/CAM-03,2019,8,38
DEI-016/CAM-03,2019,9,24
DEI-016/CAM-03,2019,10,34
DEI-016/CAM-03,2019,11,25
DEI-016/CAM-03,2019,12,30
DEI-016/CAM-03,2020,1,30
DEI-016/CAM-03,2020,2,32
DEI-016/CAM-03,2020,3,20
DEI-016/CAM-03,2020,5,7
DEI-016/CAM-03,2020,6,10
DEI-016/CAM-03,2020,7,12
DEI-016/CAM-03,2020,8,13
DEI-016/CAM-03,2020,9,29
DEI-016/CAM-03,2020,10,17
DEI-016/CAM-03,2020,11,23
DEI-016/CAM-03,2020,12,21
DEI-016/CAM-03,2021,1,29
DEI-016/CAM-03,2021,2,25
DEI-016/CAM-03,2021,3,50
DEI-016/CAM-03,2021,4,29
DEI-016/CAM-03,2021,5,31
DEI-016/CAM-03,2021,6,32
DEI-016/CAM-03,2021,7,45
DEI-016/CAM-03,2021,8,39
DEI-016/CAM-03,2021,9,43
DEI-016/CAM-03,2021,10,51
DEI-016/CAM-03,2021,11,51
DEI-016/CAM-03,2021,12,45
DEI-016/CAM-03,2022,1,52
DEI-016/CAM-03,2022,2,54
DEI-016/CAM-03,2022,3,55
DEI-016/CAM-03,2022,4,58
DEI-016/CAM-03,2022,5,65
DEI-016/CAM-03,2022,6,72
DEI-016/CAM-03,2022,7,65
DEI-016/CAM-03,2022,8,49
DEI-016/CAM-03,2022,9,33
DEI-016/CAM-03,2022,10,28
DEI-016/CAM-03,2022,11,29
DEI-016/CAM-03,2022,12,36
DEI-017/CAM-01,2019,1,9
DEI-017/CAM-01,2019,2,7
DEI-017/CAM-01,2019,3,16
DEI-017/CAM-01,2019,4,15
DEI-017/CAM-01,2019,5,13
DEI-017/CAM-01,2019,6,14
DEI-017/CAM-01,2019,7,15
DEI-017/CAM-01,2019,8,20
DEI-017/CAM-01,2019,9,18
DEI-017/CAM-01,2019,10,14
DEI-017/CAM-01,2019,11,21
DEI-017/CAM-01,2019,12,15
DEI-017/CAM-01,2020,1,8
DEI-017/CAM-01,2020,2,10
DEI-017/CAM-01,2020,3,8
DEI-017/CAM-01,2020,4,2
DEI-017/CAM-01,2020,5,5
DEI-017/CAM-01,2020,6,8
DEI-017/CAM-01,2020,7,6
DEI-017/CAM-01,2020,8,5
DEI-017/CAM-01,2020,9,9
DEI-017/CAM-01,2020,10,15
DEI-017/CAM-01,2020,11,7
DEI-017/CAM-01,2020,12,9
DEI-017/CAM-01,2021,1,9
DEI-017/CAM-01,2021,2,7
DEI-017/CAM-01,2021,3,20
DEI-017/CAM-01,2021,4,13
DEI-017/CAM-01,2021,5,7
DEI-017/CAM-01,2021,6,6
DEI-017/CAM-01,2021,7,14
DEI-017/CAM-01,2021,8,21
DEI-017/CAM-01,2021,9,21
DEI-017/CAM-01,2021,10,16
DEI-017/CAM-01,2021,11,11
DEI-017/CAM-01,2021,12,14
DEI-017/CAM-01,2022,1,17
DEI-017/CAM-01,2022,2,20
DEI-017/CAM-01,2022,3,25
DEI-017/CAM-01,2022,4,18
DEI-017/CAM-01,2022,5,22
DEI-017/CAM-01,2022,6,18
